ABH073-Humerus_L,ABH073-Humerus_R,70.1658818585402
ABH073-Humerus_L,ABH148-Humerus_R,62.3623378214678
ABH079-Humerus_L,ABH079-Humerus_R,31.6940642108115
ABH079-Humerus_L,ABH112-Humerus_R,39.4684105808613
ABH079-Humerus_L,WLH003-Humerus_R,49.0680904830431
ABH081-Humerus_L,ABH081-Humerus_R,38.0972978767329
ABH081-Humerus_L,ABH113-Humerus_R,33.1430012891554
ABH081-Humerus_L,ABH218-Humerus_R,41.6326165169088
ABH081-Humerus_L,WLH008-Humerus_R,47.5143224581276
ABH081-Humerus_L,WLH011-Humerus_R,41.0220421214068
ABH082-Humerus_L,ABH082-Humerus_R,35.0345700262675
ABH082-Humerus_L,ABH150-Humerus_R,37.8633049096028
ABH082-Humerus_L,ABH190-Humerus_R,65.211312968509
ABH082-Humerus_L,ABH198-Humerus_R,63.1895043786586
ABH082-Humerus_L,WLH018-Humerus_R,59.9976959621697
ABH082-Humerus_L,WLH027-Humerus_R,64.2293097943269
ABH083-Humerus_L,ABH083-Humerus_R,62.099286812233
ABH088-Humerus_L,ABH081-Humerus_R,63.4710668992756
ABH088-Humerus_L,ABH088-Humerus_R,52.0928330993744
ABH088-Humerus_L,ABH113-Humerus_R,74.6892111078515
ABH090-Humerus_L,ABH082-Humerus_R,60.392173142948
ABH090-Humerus_L,ABH198-Humerus_R,62.9286511267394
ABH104-Humerus_L,ABH104-Humerus_R,30.9774340905784
ABH105-Humerus_L,ABH105-Humerus_R,44.9786345245308
ABH105-Humerus_L,WLH062-Humerus_R,47.8740991724824
ABH107-Humerus_L,ABH107-Humerus_R,77.1378664751985
ABH107-Humerus_L,ABH160-Humerus_R,49.0369769529245
ABH107-Humerus_L,ABH237-Humerus_R,51.387528518246
ABH110-Humerus_L,ABH125-Humerus_R,61.9244692935926
ABH112-Humerus_L,WLH007-Humerus_R,59.9435416706603
ABH112-Humerus_L,WLH027-Humerus_R,55.0000474081144
ABH113-Humerus_L,ABH081-Humerus_R,73.8928245219223
ABH113-Humerus_L,ABH113-Humerus_R,35.2344391671698
ABH113-Humerus_L,ABH150-Humerus_R,86.7443198756513
ABH113-Humerus_L,ABH238-Humerus_R,64.364412749185
ABH113-Humerus_L,WLH011-Humerus_R,64.4056859290204
ABH113-Humerus_L,WLH022-Humerus_R,57.0945327738395
ABH113-Humerus_L,WLH027-Humerus_R,56.9378534412539
ABH113-Humerus_L,WLH039-Humerus_R,55.2567795953864
ABH123-Humerus_L,ABH088-Humerus_R,71.5933420538257
ABH123-Humerus_L,ABH150-Humerus_R,77.1109292791657
ABH123-Humerus_L,WLH004-Humerus_R,54.9112334045494
ABH123-Humerus_L,WLH027-Humerus_R,58.6455530447045
ABH125-Humerus_L,ABH081-Humerus_R,64.0131020892789
